# in Mpc/h Units 
# D1 = 0.258436 
# k P N P(z=0)
37.663 0.0163781 12486 0.245221
37.8363 0.0166625 13080 0.249479
38.0139 0.0161282 12968 0.24148
38.1916 0.016148 12612 0.241776
38.369 0.0163722 13974 0.245132
38.5541 0.0159531 13944 0.238858
38.7327 0.0159485 12840 0.238789
38.91 0.0156025 14358 0.233608
39.0994 0.01568 14588 0.234768
39.2843 0.0154385 14688 0.231152
39.4661 0.0152419 13560 0.22821
39.6505 0.015462 15582 0.231505
39.8367 0.0149241 14544 0.223451
40.0233 0.0148014 15420 0.221614
40.2152 0.0148125 15614 0.221779
40.399 0.0150519 14880 0.225365
40.5874 0.0145139 16728 0.21731
40.7843 0.0143249 15690 0.214479
40.9716 0.0144549 16248 0.216426
41.1602 0.0142215 16584 0.212932
41.3596 0.0139421 16904 0.208747
41.5548 0.0136129 17430 0.20382
41.7499 0.0135943 16908 0.20354
41.9429 0.0135288 17640 0.202561
42.1439 0.0134443 17550 0.201295
42.34 0.0134615 18696 0.201552
42.5408 0.0132011 17792 0.197654
42.739 0.0130893 18138 0.19598
42.937 0.0129397 19392 0.19374
43.1414 0.0131163 18768 0.196384
43.3421 0.0129355 19038 0.193676
43.5438 0.0125908 19460 0.188516
43.7444 0.0128923 19992 0.19303
43.96 0.0125817 21174 0.188379
44.1671 0.0123384 20040 0.184736
44.3727 0.0123891 20628 0.185495
44.5802 0.0121937 20798 0.18257
44.7878 0.0121719 21480 0.182244
44.9991 0.0118976 21792 0.178136
45.2114 0.0119304 21414 0.178628
45.4235 0.0118145 23100 0.176892
45.6374 0.0117632 21992 0.176124
45.8534 0.0115956 23406 0.173615
46.0666 0.0114948 22536 0.172105
46.284 0.0115413 24348 0.172802
46.5042 0.0113268 23598 0.16959
46.7214 0.0111589 24224 0.167077
46.9406 0.0112363 24648 0.168235
47.1626 0.0109612 24618 0.164116
47.3743 0.0109701 24192 0.164249
47.5977 0.0107178 26208 0.160472
47.8226 0.0108443 25790 0.162367
48.0485 0.0106853 26916 0.159985
48.2752 0.0105632 26214 0.158157
48.5019 0.0103766 27528 0.155363
48.7306 0.0105104 27720 0.157367
48.961 0.0102106 27122 0.152879
49.1868 0.0102496 28632 0.153462
49.4198 0.00986018 28680 0.147631
49.6522 0.00998693 28722 0.149529
49.8833 0.00981311 30000 0.146927
50.1204 0.00984313 29408 0.147376
50.355 0.00984749 30678 0.147441
50.5916 0.00975912 30660 0.146118
50.8313 0.00973655 31494 0.14578
51.0704 0.0095443 31448 0.142902
51.3084 0.00956088 32160 0.14315
51.5543 0.00948705 33090 0.142045
51.795 0.00949818 32664 0.142211
52.0364 0.00932412 32718 0.139605
52.2793 0.00923471 34472 0.138267
52.526 0.00935876 34260 0.140124
52.7713 0.00917029 34302 0.137302
53.0156 0.00920627 35472 0.137841
53.2669 0.00893477 36020 0.133776
53.5188 0.0088559 36942 0.132595
53.77 0.00873953 36360 0.130853
54.0241 0.00878059 38166 0.131467
54.2756 0.00862346 36804 0.129115
54.5284 0.00863353 38864 0.129265
54.787 0.00855684 39366 0.128117
55.0466 0.00839307 40068 0.125665
55.3028 0.00842495 38910 0.126143
55.5606 0.00834713 41360 0.124977
55.8224 0.00816677 40782 0.122277
56.083 0.0082647 42204 0.123743
56.345 0.00802915 41544 0.120216
56.6114 0.00797197 44510 0.11936
56.8794 0.00796314 42948 0.119228
57.145 0.00794756 44478 0.118995
57.4166 0.00780239 46032 0.116821
57.6877 0.0077416 44402 0.115911
57.954 0.00773117 46320 0.115755
58.2264 0.00767437 46848 0.114904
58.5017 0.00745291 47814 0.111589
58.7762 0.00752195 48260 0.112622
59.0569 0.00739861 49758 0.110776
59.3327 0.00732941 49032 0.109739
59.6104 0.00732673 49770 0.109699
59.8885 0.00723211 51056 0.108283
60.1688 0.00712125 51504 0.106623
60.453 0.00709254 52866 0.106193
60.7362 0.00692826 52848 0.103733
61.0229 0.00697677 54542 0.10446
61.3094 0.00683108 54276 0.102278
61.5957 0.00686737 55062 0.102822
61.8839 0.00688766 56568 0.103125
62.177 0.00674889 57266 0.101048
62.4688 0.00669401 58056 0.100226
62.7616 0.00664371 57750 0.0994729
63.0554 0.00661529 60380 0.0990474
63.3541 0.00652453 60390 0.0976885
63.652 0.00647266 61608 0.0969119
63.9512 0.0064702 61362 0.096875
64.251 0.00637421 63752 0.0954377
64.554 0.00629717 63528 0.0942844
64.8554 0.00623752 64050 0.0933912
65.1549 0.00621246 64784 0.093016
65.4649 0.00608308 68814 0.0910789
65.7741 0.00610602 66156 0.0914224
66.081 0.00605397 68718 0.090643
66.3899 0.00600984 69104 0.0899824
66.7047 0.00596219 71682 0.0892689
67.0183 0.00590164 70512 0.0883622
67.3306 0.00582495 72278 0.087214
67.6483 0.0057889 74532 0.0866743
67.9687 0.0056665 74454 0.0848417
68.2871 0.00567978 75540 0.0850405
68.6079 0.00560696 76526 0.0839502
68.9314 0.00559817 78648 0.0838185
69.2548 0.00549538 77370 0.0822796
69.5723 0.005529 78272 0.0827828
69.8997 0.00542822 82710 0.081274
70.2314 0.00536609 82146 0.0803438
70.5609 0.00529408 83712 0.0792656
70.8938 0.00526544 84710 0.0788368
71.2273 0.00523494 86172 0.0783801
71.5624 0.0052249 86406 0.0782298
71.8964 0.00515845 88244 0.0772349
72.2353 0.00508665 89670 0.0761598
72.5741 0.00503481 90792 0.0753837
72.9184 0.00500715 93194 0.0749694
73.2605 0.00499326 92352 0.0747616
73.6035 0.0049394 94914 0.0739551
73.9481 0.00490255 95504 0.0734034
74.2951 0.00483931 97230 0.0724565
74.6441 0.00485374 98802 0.0726726
74.9957 0.00480461 100952 0.071937
75.3469 0.00476351 99990 0.0713217
75.6983 0.00470795 103356 0.0704897
76.0565 0.00468115 105014 0.0700885
76.4149 0.00460499 106548 0.0689482
76.7736 0.00458112 106302 0.0685907
77.1306 0.00453643 108002 0.0679217
77.4926 0.00451173 111696 0.0675518
77.8598 0.0044504 112158 0.0666336
78.2245 0.00441849 113300 0.0661557
78.5923 0.00438989 115302 0.0657276
78.9616 0.00432672 117396 0.0647817
79.3312 0.0043081 117158 0.0645029
79.7042 0.00427136 121470 0.063953
80.0776 0.0042145 120660 0.0631016
80.4553 0.00417027 125030 0.0624393
80.8343 0.00414236 125388 0.0620215
81.2158 0.0041305 128094 0.0618439
81.5959 0.00409222 127058 0.0612707
81.9781 0.00402228 132336 0.0602235
82.3648 0.00403421 132006 0.0604022
82.7505 0.00395153 134162 0.0591642
83.14 0.0039135 137760 0.0585948
83.5324 0.00389919 137802 0.0583806
83.9214 0.00384826 139016 0.057618
84.3171 0.0038266 144354 0.0572937
84.7141 0.00379344 142814 0.0567972
85.1084 0.00373764 145932 0.0559618
85.5081 0.00371876 148206 0.0556791
85.9091 0.00367843 150566 0.0550752
86.3128 0.00363719 152820 0.0544578
86.7194 0.00361389 155142 0.0541089
87.127 0.00359941 157220 0.0538922
87.5368 0.00355397 159198 0.0532118
87.9473 0.00354083 160994 0.0530151
88.3606 0.00347048 164544 0.0519617
88.7753 0.00348564 165282 0.0521887
89.1919 0.00344373 168350 0.0515613
89.6109 0.00340496 171660 0.0509808
90.0336 0.00338708 173622 0.050713
90.4563 0.00333775 175034 0.0499745
90.8805 0.00331205 178512 0.0495897
91.3051 0.00330943 178646 0.0495504
91.7348 0.00326301 185466 0.0488553
92.1672 0.00320817 185382 0.0480343
92.5992 0.00321316 188252 0.048109
93.0354 0.00319655 192126 0.0478603
93.473 0.00316973 193562 0.0474587
93.9107 0.00313211 196176 0.0468955
94.3526 0.0031187 200130 0.0466947
94.7959 0.00308224 201326 0.0461488
95.2394 0.00304744 204972 0.0456277
95.6874 0.003028 208406 0.0453367
96.1345 0.00300445 208362 0.044984
96.5874 0.00295973 217662 0.0443145
97.0451 0.00293034 217124 0.0438745
97.4982 0.00291699 217446 0.0436745
97.9556 0.00288014 224690 0.0431229
98.4147 0.00286587 224058 0.0429092
98.8771 0.00284012 231848 0.0425237
99.3453 0.00281797 233994 0.042192
99.8112 0.00280545 234198 0.0420046
100.278 0.00276361 239708 0.0413781
100.751 0.00273362 243630 0.0409291
101.226 0.00271301 247010 0.0406206
101.699 0.00269078 246414 0.0402877
102.174 0.00267133 253772 0.0399964
102.654 0.00264581 256902 0.0396144
103.137 0.00262001 261066 0.039228
103.624 0.0026067 265958 0.0390288
104.11 0.00258107 265098 0.038645
104.596 0.00253223 271424 0.0379138
105.088 0.00252861 276858 0.0378596
105.585 0.00251601 281186 0.0376709
106.082 0.00248571 282918 0.0372173
