# in Mpc/h Units 
# D1 = 0.215728 
# k P N P(z=0)
15.8322 0.0384291 4272 0.82575
15.8721 0.0380565 3960 0.817744
15.9156 0.0370182 4584 0.795432
15.9588 0.0371782 4416 0.79887
15.9995 0.0370064 3252 0.79518
16.0387 0.0373876 5166 0.803371
16.0805 0.0362445 4272 0.778808
16.1203 0.037566 3984 0.807203
16.1623 0.0372483 4608 0.800377
16.206 0.0375125 4584 0.806054
16.2476 0.0367899 4752 0.790527
16.2926 0.036765 4152 0.789992
16.3308 0.0363313 4454 0.780673
16.3706 0.0360012 4272 0.773581
16.4105 0.0363381 4416 0.780819
16.4572 0.0353443 5484 0.759466
16.4971 0.0356087 3984 0.765146
16.5399 0.0357919 5232 0.769083
16.5854 0.0357065 4752 0.767247
16.626 0.034753 4200 0.74676
16.6696 0.035001 5070 0.752089
16.7114 0.0351479 4848 0.755244
16.7541 0.0335725 5376 0.721394
16.7993 0.0351731 4824 0.755787
16.8373 0.035715 3912 0.767431
16.8821 0.034149 5708 0.733781
16.9286 0.0343669 5424 0.738463
16.9743 0.0338002 5046 0.726286
17.0151 0.0352465 4872 0.757363
17.0591 0.0343736 5112 0.738607
17.1027 0.0337598 5640 0.725419
17.1485 0.0334501 4920 0.718763
17.1891 0.0347058 5040 0.745745
17.2339 0.0332752 5736 0.715005
17.2803 0.0327227 4734 0.703132
17.3215 0.0336227 5580 0.722472
17.3661 0.0340607 5592 0.731884
17.4108 0.0336072 5432 0.722138
17.4551 0.0326053 5616 0.700609
17.5005 0.0334511 5640 0.718785
17.5472 0.0322116 5232 0.692151
17.5907 0.0329669 5622 0.70838
17.6344 0.0333639 6192 0.716911
17.6832 0.0324653 5760 0.697601
17.727 0.0312946 5616 0.672446
17.7706 0.0316819 5316 0.680769
17.8179 0.0304841 6696 0.655031
17.8659 0.0323659 6000 0.695466
17.9128 0.0317908 6030 0.683108
17.9594 0.0308886 5624 0.663722
18.0036 0.0307049 6288 0.659775
18.0498 0.0313733 6432 0.674138
18.0972 0.0311143 5856 0.668572
18.143 0.0308501 6192 0.662895
18.1863 0.0311835 5328 0.670058
18.2352 0.0312148 7338 0.670732
18.2837 0.0306334 6240 0.65824
18.3278 0.0303626 6216 0.65242
18.3778 0.0306459 7128 0.658507
18.4243 0.0320539 5472 0.688763
18.47 0.0305887 6984 0.657279
18.5178 0.0298186 6422 0.640731
18.5668 0.0298824 7176 0.642102
18.6134 0.0302075 6312 0.649087
18.6623 0.0300626 6756 0.645972
18.71 0.0303933 7224 0.653081
18.7595 0.0300625 7224 0.645972
18.8071 0.0294729 5856 0.633301
18.8564 0.0292871 7710 0.62931
18.9065 0.0291928 7392 0.627283
18.9507 0.0299072 5688 0.642635
18.9981 0.028578 8256 0.614073
19.051 0.0290557 7040 0.624337
19.1004 0.0284342 7044 0.610983
19.1475 0.0283274 7062 0.608687
19.1943 0.0285446 7368 0.613355
19.2465 0.0280813 7776 0.6034
19.2965 0.0287023 7872 0.616744
19.3469 0.0285656 7032 0.613807
19.3974 0.028032 8136 0.602341
19.4426 0.0278035 6384 0.597431
19.4935 0.0282024 8286 0.606003
19.5444 0.0267239 7692 0.574233
19.5944 0.0278283 8072 0.597964
19.6434 0.0277731 7584 0.596777
19.6937 0.0272419 7992 0.585364
19.7458 0.0281467 7944 0.604805
19.7992 0.0279549 8646 0.600684
19.8493 0.0263638 8232 0.566496
19.9018 0.027306 8472 0.58674
19.9524 0.027273 7560 0.586031
20.0013 0.0269415 8220 0.578909
20.0525 0.0267614 8616 0.575039
20.1063 0.027118 8622 0.5827
20.157 0.0263376 8336 0.565933
20.2078 0.0264574 8184 0.568507
20.2598 0.0267637 9312 0.575088
20.3126 0.0265496 8736 0.570488
20.3651 0.0259609 8184 0.557839
20.4177 0.0270038 9354 0.580248
20.4698 0.0257975 8544 0.554328
20.5231 0.0265491 9816 0.570477
20.576 0.0258142 8712 0.554686
20.627 0.0264657 8256 0.568684
20.6786 0.0258711 9344 0.555908
20.7331 0.0255144 9822 0.548244
20.7882 0.0256847 9624 0.551903
20.8426 0.0250303 9480 0.537842
20.8961 0.0256833 9132 0.551873
20.9485 0.0259621 9816 0.557863
20.9997 0.0258674 8688 0.555829
21.0552 0.0248494 10062 0.533954
21.1104 0.0251698 10512 0.540838
21.1672 0.024792 10104 0.532721
21.2183 0.0250202 8936 0.537625
21.2722 0.0247147 10488 0.531061
21.3287 0.024711 9660 0.53098
21.3821 0.024897 10206 0.534977
21.4364 0.0243108 10680 0.52238
21.4933 0.024502 10296 0.52649
21.5483 0.0246804 10224 0.530323
21.6033 0.0247065 10656 0.530884
21.6589 0.0236565 10134 0.508323
21.7146 0.0242441 11496 0.520948
21.7745 0.0235657 10724 0.50637
21.8273 0.0237731 10656 0.510828
21.8816 0.0239598 10320 0.51484
21.94 0.0240731 11592 0.517274
21.9988 0.0240649 11358 0.517097
