# in Mpc/h Units 
# D1 = 0.215728 
# k P N P(z=0)
36.6302 0.0106354 92352 0.228529
36.8018 0.0105387 94914 0.226452
36.9741 0.0103308 95504 0.221984
37.1476 0.0104671 97230 0.224912
37.3221 0.0104282 98802 0.224076
37.4979 0.0102616 100952 0.220497
37.6734 0.0101784 99990 0.21871
37.8491 0.0101553 103356 0.218214
38.0283 0.0100213 105014 0.215335
38.2074 0.00994642 106548 0.213725
38.3868 0.0097946 106302 0.210463
38.5653 0.00979399 108002 0.210449
38.7463 0.00966086 111696 0.207589
38.9299 0.00965199 112158 0.207398
39.1123 0.00951566 113300 0.204469
39.2962 0.00950873 115302 0.20432
39.4808 0.00946049 117396 0.203283
39.6656 0.00927038 117158 0.199198
39.8521 0.00917638 121470 0.197179
40.0388 0.00911798 120660 0.195924
40.2277 0.00910532 125030 0.195652
40.4172 0.00898771 125388 0.193125
40.6079 0.00893758 128094 0.192047
40.798 0.0089583 127058 0.192493
40.9891 0.00881412 132336 0.189394
41.1824 0.00878151 132006 0.188694
41.3752 0.0086507 134162 0.185883
41.57 0.00857419 137760 0.184239
41.7662 0.00853128 137802 0.183317
41.9607 0.00849682 139016 0.182576
42.1586 0.00841875 144354 0.180899
42.357 0.00833317 142814 0.17906
42.5542 0.00827219 145932 0.17775
42.7541 0.00816928 148206 0.175538
42.9546 0.00807342 150566 0.173478
43.1564 0.0079915 152820 0.171718
43.3597 0.00798329 155142 0.171542
43.5635 0.00786992 157220 0.169106
43.7684 0.00785551 159198 0.168796
43.9736 0.00775153 160994 0.166562
44.1803 0.00766839 164544 0.164775
44.3876 0.00759249 165282 0.163145
44.5959 0.00752703 168350 0.161738
44.8055 0.00747567 171660 0.160634
45.0168 0.00747735 173622 0.16067
45.2281 0.00734626 175034 0.157854
45.4403 0.00735516 178512 0.158045
45.6526 0.00729497 178646 0.156751
45.8674 0.00721022 185466 0.15493
46.0836 0.00710684 185382 0.152709
46.2996 0.00707829 188252 0.152096
46.5177 0.00700883 192126 0.150603
46.7365 0.0069778 193562 0.149936
46.9554 0.0069284 196176 0.148875
47.1763 0.00689621 200130 0.148183
47.3979 0.00681694 201326 0.14648
47.6197 0.00675122 204972 0.145068
47.8437 0.00667739 208406 0.143481
48.0672 0.00661513 208362 0.142143
48.2937 0.00659564 217662 0.141725
48.5225 0.00652685 217124 0.140246
48.7491 0.00648461 217446 0.139339
48.9778 0.00643124 224690 0.138192
49.2073 0.00636153 224058 0.136694
49.4385 0.00633768 231848 0.136182
49.6727 0.00623268 233994 0.133925
49.9056 0.00617433 234198 0.132672
50.1391 0.00614639 239708 0.132071
50.3754 0.00608421 243630 0.130735
50.6128 0.00602892 247010 0.129547
50.8493 0.00599481 246414 0.128814
51.0868 0.00592793 253772 0.127377
51.327 0.00585909 256902 0.125898
51.5685 0.00583266 261066 0.12533
51.8119 0.00579233 265958 0.124463
52.0548 0.00574778 265098 0.123506
52.2978 0.00570112 271424 0.122503
52.5441 0.00562243 276858 0.120813
52.7923 0.00559142 281186 0.120146
53.0408 0.00554249 282918 0.119095
53.2887 0.0054964 285146 0.118105
53.5387 0.00545241 293280 0.117159
53.7907 0.00539979 294602 0.116029
54.0436 0.00536104 301278 0.115196
54.2977 0.00531978 302954 0.114309
54.5519 0.0052408 307674 0.112612
54.8068 0.00525901 310560 0.113004
55.0651 0.00516469 320834 0.110977
55.3252 0.00515453 321582 0.110759
55.5848 0.00509729 325226 0.109529
55.8457 0.00506419 331422 0.108817
56.1082 0.00501373 335066 0.107733
56.3718 0.00497791 341340 0.106963
56.636 0.00494834 342038 0.106328
56.9014 0.00488324 351354 0.104929
57.1695 0.00483928 355478 0.103985
57.4384 0.00479324 360066 0.102995
57.7081 0.00474519 364634 0.101963
57.9785 0.00470531 369072 0.101106
58.2513 0.00468778 377642 0.100729
58.5263 0.00465513 382074 0.100028
58.8009 0.00460675 384014 0.098988
59.0769 0.00455841 393066 0.0979493
59.3537 0.0045093 393950 0.0968942
59.632 0.00447407 404154 0.096137
59.9128 0.00444968 409178 0.0956131
60.1941 0.004413 413334 0.0948248
60.4769 0.00435743 421196 0.0936309
60.7603 0.00432814 422658 0.0930013
61.0455 0.0043059 434990 0.0925236
61.333 0.00425006 437442 0.0913238
61.6205 0.0042013 443066 0.0902758
61.91 0.00417618 452150 0.0897362
62.2007 0.00415223 455538 0.0892215
62.4924 0.00412408 463382 0.0886166
62.7855 0.00409072 468666 0.0878998
63.0808 0.00405236 479642 0.0870756
63.3779 0.00400519 482814 0.086062
63.675 0.00398288 489386 0.0855825
63.9742 0.00394519 498642 0.0847728
64.275 0.00390624 503450 0.0839359
64.5769 0.00388022 512838 0.0833766
64.8803 0.00384916 517586 0.0827092
65.1844 0.00379995 524372 0.0816519
65.4902 0.00377009 534270 0.0810103
65.7979 0.00374106 540386 0.0803865
66.1075 0.00370277 550938 0.0795638
66.418 0.00367456 554270 0.0789574
66.7296 0.0036435 564978 0.0782901
67.0437 0.0036127 574370 0.0776284
67.359 0.00356897 579614 0.0766886
67.6749 0.00355815 587778 0.0764562
67.9926 0.00351433 596978 0.0755145
68.3122 0.00347992 606570 0.0747752
68.6334 0.00346292 613982 0.0744098
68.9554 0.00344544 621200 0.0740344
69.2789 0.00340493 631386 0.0731638
69.6042 0.00337799 640418 0.0725849
69.9318 0.00335413 651870 0.0720722
70.2607 0.00332682 657770 0.0714855
70.5901 0.00328803 667082 0.0706519
70.9211 0.00326227 675810 0.0700984
71.2543 0.00322648 689318 0.0693294
71.59 0.00321388 698754 0.0690586
71.9268 0.00317628 706922 0.0682507
72.2644 0.00315465 715562 0.0677859
72.6038 0.00311244 727662 0.0668789
72.9444 0.00309029 734426 0.0664031
73.2859 0.0030608 745746 0.0657692
73.6302 0.00304341 759698 0.0653956
73.9762 0.00301137 768140 0.0647072
74.3233 0.00298058 778770 0.0640455
74.6733 0.00296056 795842 0.0636154
75.0246 0.00293211 799442 0.063004
75.377 0.00290835 816042 0.0624936
75.731 0.00287586 822038 0.0617953
76.0864 0.00286376 837722 0.0615354
