# in Mpc/h Units 
# D1 = 0.321902 
# k P N P(z=0)
16.8373 0.161072 3912 1.55443
16.8821 0.15697 5708 1.51485
16.9286 0.160745 5424 1.55127
16.9743 0.154121 5046 1.48736
17.0151 0.154405 4872 1.49009
17.0591 0.153976 5112 1.48595
17.1027 0.152786 5640 1.47447
17.1485 0.153674 4920 1.48304
17.1891 0.155932 5040 1.50483
17.2339 0.148446 5736 1.43259
17.2803 0.153884 4734 1.48507
17.3215 0.151705 5580 1.46404
17.3661 0.151089 5592 1.45809
17.4108 0.154109 5432 1.48723
17.4551 0.153159 5616 1.47807
17.5005 0.149516 5640 1.44291
17.5472 0.145121 5232 1.4005
17.5907 0.1537 5622 1.48329
17.6344 0.147988 6192 1.42816
17.6832 0.145751 5760 1.40658
17.727 0.144335 5616 1.39291
17.7706 0.148688 5316 1.43492
17.8179 0.143021 6696 1.38023
17.8659 0.140452 6000 1.35544
17.9128 0.145757 6030 1.40664
17.9594 0.138219 5624 1.33389
18.0036 0.144196 6288 1.39157
18.0498 0.143268 6432 1.38261
18.0972 0.133359 5856 1.28699
18.143 0.137089 6192 1.32299
18.1863 0.142423 5328 1.37446
18.2352 0.137602 7338 1.32793
18.2837 0.135154 6240 1.30431
18.3278 0.137814 6216 1.32998
18.3778 0.134639 7128 1.29934
18.4243 0.134083 5472 1.29397
18.47 0.134017 6984 1.29334
18.5178 0.135131 6422 1.30408
18.5668 0.134049 7176 1.29365
18.6134 0.13258 6312 1.27947
18.6623 0.135442 6756 1.30709
18.71 0.13278 7224 1.2814
18.7595 0.13213 7224 1.27512
18.8071 0.129022 5856 1.24513
18.8564 0.133922 7710 1.29243
18.9065 0.131137 7392 1.26554
18.9507 0.125168 5688 1.20794
18.9981 0.123697 8256 1.19374
19.051 0.121905 7040 1.17645
19.1004 0.128906 7044 1.24401
19.1475 0.126666 7062 1.2224
19.1943 0.126533 7368 1.22111
19.2465 0.127619 7776 1.2316
19.2965 0.123757 7872 1.19432
19.3469 0.126146 7032 1.21738
19.3974 0.127602 8136 1.23143
19.4426 0.120507 6384 1.16296
19.4935 0.123118 8286 1.18816
19.5444 0.124631 7692 1.20276
19.5944 0.1248 8072 1.20439
19.6434 0.118625 7584 1.1448
19.6937 0.121345 7992 1.17104
19.7458 0.118419 7944 1.14281
19.7992 0.115386 8646 1.11354
19.8493 0.117165 8232 1.1307
19.9018 0.121806 8472 1.1755
19.9524 0.1195 7560 1.15324
20.0013 0.114923 8220 1.10907
20.0525 0.117435 8616 1.13331
20.1063 0.115214 8622 1.11188
20.157 0.114089 8336 1.10102
20.2078 0.112483 8184 1.08552
20.2598 0.113385 9312 1.09423
20.3126 0.115484 8736 1.11448
20.3651 0.109637 8184 1.05805
20.4177 0.11063 9354 1.06764
20.4698 0.113653 8544 1.09682
